max_pool,bn_fw_inf,unrolled_elementwise,elementwise_grid_stride,sgemm_128x64_nn,sgemm_64x64_nn
,3392,,,29920,6976
,6080,,,11999,6976
,3487,,,30337,6976
,16960,,,30431,7008
,5952,,,12128,7008
,3487,,,30335,6976
,6048,,,30815,6976
,3520,,,12064,6944
,6016,,,30335,7712
,3520,,,30464,7776
,16320,,,12096,7712
,6208,,,30464,7776
,3520,,,30784,7680
,6048,,,12032,7712
,3425,,,29856,7712
,5824,,,30432,7680
,3488,,,12032,6880
,16639,,,30336,6784
,6240,,,30784,6688
,3488,,,12032,6720
,6111,,,30400,6752
,3424,,,30688,6752
,5984,,,12001,6720
,3488,,,30368,6752
,16256,,,30368,7839
,5952,,,12064,7840
,3520,,,30400,7840
,5985,,,30623,7840
,3392,,,12063,7808
,5824,,,30368,7840
,3456,,,30624,7808
,16544,,,12000,7808
,6048,,,30592,6976
,3424,,,30624,6944
,6145,,,12032,7008
,3392,,,30176,6944
,6048,,,30688,7009
,3456,,,12000,6976
,16672,,,30432,6976
,6016,,,30656,6944
,3488,,,12032,7839
,5920,,,30495,7840
,3489,,,30847,7808
,5888,,,12031,7809
,3424,,,30208,7840
,16703,,,30464,7808
,5983,,,12032,7808
,3424,,,30528,7840
,6047,,,30303,7072
,3424,,,12032,7072
,5792,,,30559,7040
,3456,,,30688,7072
,16992,,,12001,7040
,6176,,,29952,7072
,3520,,,30591,7072
,5984,,,12000,7040
,3520,,,30368,6976
,6048,,,30720,7008
,3456,,,12032,6848
,17120,,,30432,7040
,6080,,,30368,7008
,3456,,,12064,7008
,6207,,,30240,7009
,3488,,,30656,6881
,5824,,,12064,7840
,3488,,,30336,7840
,16768,,,30880,7840
,6272,,,11968,7712
,3423,,,30080,7808
,5984,,,30464,7807
,3424,,,12032,7808
,5823,,,30272,7808
,3456,,,30879,6912
,16864,,,12000,6720
,6048,,,30496,6752
,3488,,,30464,6720
,5856,,,12128,6752
,3424,,,30400,6752
,5791,,,30880,6784
,3424,,,11968,6752
,16800,,,30208,7840
,6016,,,30431,7840
,3455,,,12064,7840
,6048,,,30208,7840
,3456,,,30784,7808
,5727,,,12032,7840
,3456,,,30335,7839
,16672,,,30304,7840
,6208,,,12192,6593
,3488,,,30304,6656
,5983,,,30720,6592
,3456,,,12096,6624
,5824,,,30240,6592
,3487,,,30432,6656
,16928,,,12065,6592
,6400,,,30239,6624
,3456,,,30560,6912
,5920,,,11936,6816
,3456,,,30592,6752
,5792,,,30880,6880
,3392,,,11999,6944
,16799,,,30112,6816
,6048,,,30592,6847
,3456,,,12032,6816
,6080,,,30496,6848
,3488,,,30816,6816
,6176,,,12032,6784
,3488,,,30656,6783
,16480,,,30496,6688
,6176,,,12224,6784
,3520,,,30144,6816
,6272,,,30304,6816
,3456,,,12032,7648
,5856,,,30240,7680
,3456,,,30176,7648
,17376,,,12000,7680
,6111,,,30399,7680
,3456,,,30592,7647
,6209,,,12000,7648
,3456,,,30432,7648
,6336,,,30656,6912
,3488,,,12064,7072
,16736,,,30624,7008
,6016,,,30368,7040
,3456,,,12160,7040
,6080,,,30143,7072
,3552,,,30720,7040
,6305,,,12064,7009
,3488,,,30624,6880
,16672,,,30368,6784
,6176,,,12128,6719
,3456,,,30272,6720
,6048,,,30623,6880
,3456,,,12128,6720
,6048,,,30175,6720
,3520,,,30399,6752
,16544,,,12032,7744
,6047,,,30240,7745
,3424,,,30560,7744
,6176,,,11969,7776
,3456,,,30368,7712
,5728,,,30496,7744
,3488,,,11967,7744
,16992,,,30112,7744
,5888,,,30464,6912
,3424,,,12032,6720
,6047,,,30367,6720
,3456,,,30496,6816
,5856,,,12000,6752
,3488,,,30527,6752
,16896,,,30624,6720
,5984,,,12128,6784
,3488,,,30240,6976
,6048,,,30623,6944
,3424,,,12031,6976
,5856,,,30272,6976
,3425,,,30592,6976
,16960,,,12064,6976
,6368,,,30496,6976
,3489,,,30304,6976
,6272,,,12032,7008
,3425,,,30272,7008
,5984,,,30943,7008
,3456,,,12032,7007
,17280,,,30623,6976
,6016,,,30688,7008
,3456,,,11936,6944
,5953,,,30272,6944
,3424,,,30752,7040
,5824,,,12032,7040
,3488,,,30240,7072
,16832,,,30367,7040
,5984,,,11999,7072
,3488,,,30240,7040
,6080,,,30496,7039
,3424,,,12223,7040
,5984,,,30304,6944
,3424,,,30175,7008
,16736,,,12064,6976
,5984,,,30528,7039
,3488,,,30304,6976
,5984,,,12032,7040
,3456,,,30144,7040
,6016,,,31104,7040
,3456,,,11903,7776
,16928,,,30239,7776
,6207,,,30431,7776
,3456,,,12000,7776
,6143,,,30240,7776
,3424,,,30592,7808
,5824,,,12064,7776
,3424,,,30271,7776
,16672,,,30496,6624
,6336,,,12063,6624
,3488,,,30241,6624
,6335,,,30431,6592
,3488,,,12128,6656
,6144,,,30335,6656
,3456,,,30336,6592
,16960,,,12032,6624
,6400,,,30240,6976
,3488,,,30528,6976
,6112,,,12096,7008
,3424,,,30207,6880
,5760,,,30816,6943
,3487,,,12031,6976
,16608,,,30399,7008
,6144,,,30624,7008
,3424,,,12096,6944
,6208,,,29888,6912
,3425,,,30815,6912
,5952,,,12000,6976
,3424,,,30464,6912
,16416,,,30239,6912
,6208,,,11936,6943
,3424,,,30336,6911
,5984,,,30368,7840
,3456,,,12032,7808
,5760,,,30112,7809
,3392,,,30560,7808
,16800,,,12032,7808
,6176,,,30496,7807
,3520,,,30720,7840
,5952,,,11968,7840
,3488,,,30240,6689
,5824,,,30879,6624
,3392,,,12032,6657
,16672,,,30112,6656
,6017,,,30560,6687
,3456,,,12032,6688
,5952,,,30272,6656
,3456,,,30304,6719
,5760,,,12192,7744
,3488,,,30175,7744
,16800,,,30655,7776
,6016,,,12000,7743
,3488,,,30400,7745
,6208,,,30463,7776
,3489,,,12064,7808
,5792,,,30592,7776
,3488,,,30784,7040
,16672,,,12064,7008
,6304,,,30304,7008
,3456,,,30528,7008
,5952,,,12032,7040
,3456,,,30048,7072
,6144,,,30592,7040
,3456,,,12000,7040
,16480,,,30367,7776
,6368,,,30112,7744
,3456,,,12128,7712
,6016,,,30399,7776
,3456,,,30624,7776
,5792,,,12063,7711
,3424,,,29887,7712
,16704,,,30560,7745
,6080,,,12192,7040
,3488,,,30463,7008
,6080,,,30561,6976
,3456,,,12032,7040
,6240,,,30432,6944
,3489,,,30560,7072
,16928,,,12192,7008
,6048,,,30368,7040
,3520,,,30527,6912
,6176,,,12096,6976
,3456,,,30656,6880
,5984,,,30687,6976
,3456,,,11967,6912
,16832,,,30305,6976
,6048,,,30687,6944
,3456,,,12064,7008
,5888,,,30336,6944
,3489,,,30400,6816
,5856,,,12064,6752
,3488,,,30592,6848
,16512,,,30400,6880
,6112,,,12096,6784
,3552,,,30144,6816
,6144,,,30560,6815
,3456,,,11936,7711
,6048,,,30495,7712
,3552,,,30400,7680
,16224,,,12032,7711
,6176,,,30239,7680
,3424,,,30815,7712
,5952,,,12127,7744
,3423,,,30528,7680
,5856,,,30336,7040
,3393,,,12096,7008
,16832,,,30656,7007
,5728,,,30688,7009
,3456,,,12064,6911
,6048,,,30431,6911
,3424,,,30560,7009
,5920,,,12032,7008
,3423,,,30368,7712
,17152,,,30336,7680
,6016,,,12096,7680
,3489,,,30241,7711
,6048,,,30304,7744
,3456,,,12064,7680
,5791,,,30592,7680
,3489,,,30464,7712
,16961,,,12064,7072
,6080,,,30368,6975
,3456,,,29888,7041
,6208,,,12064,7008
,3487,,,31007,7072
,6144,,,30303,7008
,3424,,,11969,7040
,17151,,,30143,7009
,5951,,,30431,6976
,3488,,,12032,6976
,6176,,,30176,7008
,3456,,,30655,6944
,5952,,,12096,7009
,3488,,,30303,6912
,16704,,,30497,7009
,6240,,,11967,6943
,3488,,,30207,6944
,6047,,,30688,6847
,3488,,,11904,6847
,5984,,,30144,6816
,3456,,,30144,6880
,16607,,,12000,6816
,5920,,,30208,6847
,3520,,,30848,6816
,5920,,,12000,7009
,3489,,,29984,6976
,5824,,,30432,6976
,3456,,,12000,6944
,17024,,,30272,6943
,6145,,,30464,6943
,3488,,,12000,7009
,5985,,,30112,6912
,3456,,,30656,7040
,5856,,,12095,7008
,3424,,,30239,7008
,16544,,,30944,7008
,6016,,,12064,7040
,3456,,,30176,6847
,6367,,,30944,7039
,3488,,,12000,6976
,5792,,,30335,6624
,3391,,,30688,6593
,16481,,,12032,6624
,6047,,,30560,6624
,3456,,,30112,6624
,6080,,,11936,6592
,3456,,,30112,6656
,5792,,,30720,6656
,3488,,,12032,6592
,16480,,,30208,6720
,6112,,,30591,6688
,3519,,,12096,6688
,6047,,,30400,6624
,3424,,,30240,6688
,5856,,,12096,6688
,3391,,,30271,6688
,16928,,,30656,6880
,6304,,,12001,6976
,3520,,,30239,6912
,5920,,,30688,6976
,3392,,,12064,6912
,5728,,,30496,6912
,3424,,,30528,6944
,16768,,,12032,6976
,6048,,,30208,6912
,3360,,,30464,6848
,5888,,,12032,6784
,3456,,,30208,6880
,5920,,,30560,6752
,3520,,,11872,6816
,16864,,,30336,6784
,6144,,,30463,6784
,3520,,,12096,6944
,6112,,,30272,7008
,3456,,,30496,6945
,5952,,,11936,6976
,3456,,,29856,6976
,16096,,,30495,7007
,6144,,,12033,6943
,3424,,,30144,6976
,6047,,,30240,6976
,3456,,,12000,6944
,5856,,,30208,6976
,3519,,,30592,6976
,16736,,,12063,7008
,6272,,,30176,6944
,3423,,,30496,7009
,5792,,,11969,7008
,3520,,,30144,7680
,5824,,,30784,7712
,3423,,,12064,7680
,16479,,,30144,7680
,6304,,,30624,7744
,3424,,,12064,7680
,5985,,,30207,7681
,3424,,,30561,7744
,5792,,,11967,7040
,3456,,,30239,6976
,16607,,,30815,6945
,5952,,,12032,7008
,3424,,,30368,6976
,6305,,,30400,6976
,3424,,,12000,6880
,5952,,,30240,7008
,3456,,,30208,7008
,16896,,,12063,6976
,6432,,,30335,6944
,3489,,,30144,6944
,6208,,,12096,7008
,3488,,,30624,7008
,5888,,,30464,7008
,3456,,,12031,6976
,17087,,,30368,7776
,6080,,,30463,7776
,3456,,,11999,7744
,6016,,,30527,7743
,3487,,,30496,7776
,5984,,,12032,7712
,3424,,,30496,7711
,16736,,,30464,7712
,5984,,,12031,7008
,3488,,,30240,6943
,6208,,,30688,7009
,3520,,,12032,6944
,5952,,,30176,6976
,3456,,,30208,6945
,17184,,,12000,6976
,6048,,,30560,6944
,3552,,,30688,7040
,5665,,,12000,6976
,3520,,,30175,7072
,5856,,,30720,7008
,3456,,,12096,7007
,16448,,,30048,7008
,6336,,,30176,7072
,3456,,,12065,6976
,6080,,,30272,6943
,3423,,,30495,7008
,5952,,,12096,7008
,3424,,,30336,7007
,16224,,,30496,6879
,6304,,,11968,6944
,3520,,,30368,6815
,5984,,,30528,6944
,3424,,,12031,7072
,5952,,,30336,7008
,3424,,,30239,7040
,16992,,,12032,7009
,6208,,,30048,7040
,3488,,,30592,6976
,6144,,,12128,7008
,3392,,,29920,7008
,6080,,,30304,6943
,3488,,,12032,6880
,16639,,,30528,6944
,5985,,,30560,6848
,3520,,,11999,6944
,5952,,,30207,6880
,3520,,,30560,6944
,5984,,,12032,6880
,3488,,,30368,7808
,16992,,,30144,7840
,6272,,,11680,7808
,3425,,,30496,7872
,6240,,,30560,7840
,3456,,,12160,7872
,5824,,,30688,7840
,3424,,,30528,7808
,16576,,,12064,6720
,6143,,,30816,6656
,3488,,,30528,6688
,6272,,,12063,6656
,3456,,,30207,6656
,6112,,,30304,6593
,3456,,,12096,6688
,16800,,,30143,6656
,6145,,,30400,6688
,3520,,,11904,6688
,5951,,,30368,6720
,3456,,,30303,6591
,5984,,,12160,6687
,3488,,,30304,6656
,16928,,,30784,6688
,6112,,,12096,6688
,3456,,,30239,6976
,6080,,,31040,6976
,3456,,,12096,6976
,5760,,,30304,6976
,3455,,,30624,7008
,16896,,,11999,7007
,6496,,,30336,6976
,3488,,,30304,7008
,5856,,,12033,6976
,3424,,,30145,6944
,5888,,,30559,7008
,3488,,,12032,6943
,16511,,,30176,7007
,6176,,,30112,6944
,3424,,,12128,7008
,6143,,,30592,6944
,3552,,,30624,7040
,5920,,,12096,6976
,3456,,,30272,6976
,17152,,,30400,6944
,6080,,,12032,6976
,3552,,,30335,6849
,6016,,,29759,7008
,3488,,,11969,6976
,6144,,,30144,7712
,3487,,,30431,7712
,16512,,,12096,7680
,6112,,,30240,7680
,3456,,,30432,7680
,6176,,,12064,7712
,3456,,,30527,7680
,5728,,,30816,7713
,3520,,,12064,7008
,16672,,,30272,7072
,6208,,,30752,7008
,3456,,,12064,7008
,6016,,,30368,7040
,3456,,,30016,7071
,6016,,,12128,7040
,3456,,,30336,7008
,16608,,,30559,6976
,6048,,,11999,7008
,3423,,,29983,6976
,6016,,,30368,7008
,3424,,,11999,6975
,5824,,,30272,7008
,3425,,,30432,7040
,17056,,,12000,6976
,6112,,,30591,7648
,3456,,,30336,7680
,6079,,,11936,7712
,3392,,,30624,7712
,5888,,,30592,7712
,3456,,,12064,7680
,17247,,,30336,7585
,6112,,,30559,7680
,3487,,,12128,7680
,5984,,,30336,7744
,3424,,,30720,7712
,5856,,,12031,7680
,3424,,,30303,7649
,16736,,,30464,7680
,6432,,,11807,7712
,3488,,,30496,7712
,5856,,,30464,7039
,3456,,,12096,7040
,6080,,,30592,7007
,3424,,,30592,7072
,16640,,,12000,7040
,6112,,,30303,7008
,3488,,,30560,7040
,6016,,,12064,7072
,3519,,,30144,7648
,5760,,,30591,7648
,3456,,,11903,7648
,17183,,,30624,7648
,6080,,,30111,7648
,3424,,,12032,7648
,6047,,,30432,7680
,3488,,,31072,7680
,5952,,,12096,7040
,3456,,,30272,7040
,16480,,,30432,6976
,6304,,,11967,7008
,3456,,,30304,7008
,5952,,,30559,7008
,3456,,,12064,6976
,6080,,,30208,7008
,3487,,,30944,7776
,17120,,,12000,7744
,6016,,,30272,7744
,3487,,,30720,7744
,6368,,,12064,7776
,3392,,,30464,7744
,5856,,,30784,7744
,3455,,,11936,7776
,16896,,,30368,6912
,5984,,,30559,6976
,3488,,,11936,6912
,6080,,,29984,7009
,3424,,,30432,6976
,5856,,,12000,7008
,3457,,,30176,6944
,17248,,,30559,6976
,6368,,,12032,7008
,3488,,,30176,7008
,5985,,,30624,7039
,3488,,,12065,7072
,5920,,,30272,7040
,3423,,,30752,7040
,16671,,,12096,7040
,6369,,,30336,7040
,3456,,,30240,6848
,6112,,,11968,6816
,3424,,,30432,6752
,5952,,,30560,6784
,3456,,,12096,6720
,16320,,,30400,6784
,6112,,,30272,6752
,3487,,,12064,6751
,6080,,,30176,7008
,3456,,,30720,7008
,5984,,,12033,6944
,3456,,,30240,7008
,16800,,,30592,6976
,6496,,,12000,7008
,3423,,,30464,6944
,6016,,,30400,6976
,3424,,,11872,7776
,5856,,,30368,7776
,3488,,,30912,7744
,17248,,,11999,7776
,6080,,,30240,7776
,3424,,,30528,7808
,5856,,,12000,7712
,3424,,,30240,7744
,5824,,,30560,7711
,3424,,,12033,7712
,17216,,,30112,7712
,6112,,,30560,7713
,3425,,,12032,7776
,6208,,,30367,7776
,3520,,,30305,7713
,5760,,,12064,7744
,3455,,,30240,6976
,16480,,,30464,6944
,5984,,,12000,7008
,3456,,,30271,6945
,5952,,,30528,6976
,3520,,,11839,6976
,5984,,,30272,7008
,3424,,,30688,6944
,16608,,,12065,7776
,5984,,,30271,7744
,3456,,,30463,7776
,5888,,,12064,7744
,3456,,,30272,7711
,5825,,,30528,7744
,3488,,,12095,7776
,16832,,,30367,7776
,6048,,,30592,6880
,3456,,,12000,6912
,6208,,,30303,6976
,3456,,,30463,6913
,5921,,,11936,6945
,3424,,,30497,6976
,16576,,,30848,6816
,6208,,,12031,6880
,3424,,,30464,7072
,5984,,,30592,7007
,3456,,,12064,7072
,5984,,,30368,7008
,3456,,,30432,7039
,17376,,,12160,7039
,5952,,,30112,7072
,3424,,,30208,7072
,5856,,,11904,6912
,3488,,,30304,6752
,6144,,,30464,6720
,3424,,,12064,6784
,16864,,,30336,6720
,6432,,,30528,6752
,3520,,,12096,6720
,5888,,,30304,6720
,3456,,,30592,7040
,6016,,,12000,7040
,3456,,,30400,7008
,16512,,,30592,7008
,6176,,,12064,7040
,3391,,,30048,7072
,6080,,,30400,7072
,3488,,,12128,7040
,5856,,,30432,7008
,3425,,,30304,6943
,16288,,,12065,6943
,6240,,,30528,6945
,3424,,,30687,7008
,5952,,,12032,6944
,3391,,,30175,6976
,5695,,,30048,6944
,3424,,,12064,7808
,17024,,,30303,7808
,6112,,,30496,7840
,3489,,,12095,7840
,5920,,,30304,7840
,3488,,,30655,7807
,5985,,,12128,7840
,3456,,,29984,7872
,16704,,,30304,7008
,5984,,,12032,6912
,3456,,,30304,6976
,6240,,,30592,6945
,3488,,,12064,6976
,5792,,,30528,6944
,3488,,,30368,7008
,16352,,,12064,6944
,6080,,,30657,7712
,3487,,,30495,7744
,5856,,,12063,7775
,3488,,,30335,7744
,5856,,,30464,7744
,3487,,,12096,7744
,16448,,,30336,7744
,5984,,,30271,7712
,3456,,,12096,6912
,6112,,,30368,6688
,3456,,,30240,6720
,5760,,,12096,6752
,3488,,,30496,6719
,17088,,,30624,6720
,5983,,,12000,6720
,3456,,,30335,6784
,5984,,,30144,7776
,3456,,,12096,7840
,5920,,,30144,7744
,3456,,,30303,7776
,16448,,,12096,7776
,6144,,,30495,7776
,3424,,,30528,7809
,5952,,,12064,7808
,3456,,,30240,6976
,5792,,,30560,6944
,3423,,,11840,6944
,16416,,,30208,6976
,6112,,,30463,6880
,3487,,,12000,6976
,6080,,,30143,6912
,3456,,,30495,7007
,5952,,,12063,7840
,3457,,,30175,7840
,16704,,,30464,7808
,6144,,,11968,7840
,3424,,,30271,7808
,6016,,,30176,7809
,3488,,,11936,7808
,5984,,,30368,7808
,3423,,,30304,7008
,16800,,,12096,7040
,6368,,,30176,7008
,3488,,,30816,7040
,6080,,,11968,6976
,3424,,,30144,7040
,5856,,,30304,7008
,3488,,,12032,7008
,17087,,,30432,6912
,5920,,,30432,7008
,3424,,,12128,6976
,5888,,,30367,7039
,3456,,,30528,7009
,5888,,,12128,7008
,3456,,,30176,6976
,16607,,,30400,7008
,5984,,,12032,7807
,3424,,,30368,7840
,5984,,,30272,7808
,3424,,,12127,7808
,5825,,,30399,7840
,3424,,,30687,7809
,16576,,,12064,7840
,5952,,,30496,7840
,3488,,,30624,6880
,5984,,,12033,6720
,3456,,,29792,6720
,6048,,,30720,6751
,3456,,,12000,6752
,16512,,,30496,6720
,6400,,,30560,6720
,3424,,,11999,6816
,6111,,,30272,7904
,3424,,,30240,7808
,5920,,,12128,7809
,3457,,,30048,7840
,17216,,,30240,7840
,6111,,,12032,7840
,3392,,,30208,7840
,5985,,,30656,7840
,3520,,,12032,6624
,5888,,,30496,6592
,3423,,,30464,6624
,16576,,,11968,6624
,6208,,,30272,6687
,3456,,,30144,6623
,6016,,,11936,6656
,3424,,,30368,6656
,5920,,,30463,6944
,3424,,,12096,6784
,17120,,,30176,6784
,6016,,,30656,6912
,3424,,,12031,6848
,6208,,,30719,6816
,3489,,,30240,6783
,5728,,,12096,6976
,3456,,,30240,6912
,16864,,,30303,6783
,6080,,,12032,6719
,3520,,,30144,6816
,6176,,,30304,6720
,3424,,,12032,6848
,5920,,,30048,6816
,3424,,,30336,6720
,16927,,,12064,7712
,6016,,,30432,7680
,3488,,,30272,7743
,5824,,,12000,7744
,3489,,,30239,7712
,6145,,,30624,7712
,3488,,,11840,7680
,16640,,,30304,7712
,6176,,,30464,7040
,3424,,,12128,7008
,6176,,,30272,7008
,3488,,,30432,7040
,5887,,,12032,7072
,3456,,,30559,7072
,16544,,,30976,7040
,6112,,,12064,7072
,3424,,,30304,6912
,6112,,,30368,6720
,3456,,,12000,6720
,5919,,,29696,6784
,3424,,,30304,6720
,16928,,,12064,6816
,6080,,,30304,6720
,3391,,,30688,6752
,6080,,,12000,7680
,3424,,,30304,7680
,5888,,,30784,7615
,3424,,,12096,7680
,16768,,,30528,7744
,6176,,,30016,7712
,3520,,,12032,7680
,6272,,,30432,7680
,3488,,,30368,6880
,5856,,,12032,6752
,3552,,,30336,6752
,16608,,,30464,6752
,6047,,,11968,6720
,3424,,,30368,6784
,6304,,,30720,6688
,3456,,,12033,6720
,6111,,,30048,6943
,3424,,,30560,6976
,16672,,,12064,6944
,5920,,,30207,6976
,3456,,,30560,6976
,5888,,,12000,6944
,3456,,,30272,6944
,5792,,,30207,6976
,3488,,,12032,6944
,17312,,,30304,6943
,6016,,,30240,6943
,3424,,,12000,7008
,6048,,,29919,6911
,3424,,,30688,7040
,6016,,,11936,6976
,3488,,,30368,7008
,16640,,,30304,7008
,6207,,,12032,7008
,3456,,,30271,6976
,6144,,,30591,7040
,3456,,,12031,7008
,5856,,,30527,7040
,3425,,,30496,6976
,16416,,,12064,7072
,5920,,,30271,6912
,3456,,,30175,7072
,6048,,,12064,6976
,3456,,,30336,7040
,5984,,,30559,6944
,3489,,,11968,7007
,17216,,,30432,6976
,5984,,,30400,7008
,3456,,,12128,7744
,5984,,,30337,7712
,3488,,,30431,7744
,5920,,,11999,7711
,3456,,,30336,7743
,16672,,,30208,7743
,5920,,,12095,7743
,3456,,,30015,7743
,6048,,,30624,6592
,3424,,,12064,6624
,5696,,,30175,6624
,3488,,,30527,6656
,16320,,,11904,6592
,6112,,,30687,6624
,3488,,,30367,6656
,6144,,,12128,6656
,3488,,,30239,6944
,5760,,,30496,7008
,3424,,,12160,6976
,16544,,,30176,6976
,6304,,,30496,6976
,3456,,,12064,6912
,5952,,,30368,6976
,3456,,,30624,7007
,5919,,,12063,6849
,3488,,,30432,6976
,16704,,,30400,6847
,6048,,,12000,6944
,3488,,,30368,6880
,6271,,,30560,6912
,3520,,,12063,6880
,5824,,,30464,6944
,3424,,,30624,7840
,16256,,,11936,7808
,6048,,,30304,7840
,3520,,,30688,7808
,6016,,,12128,7808
,3392,,,30272,7808
,5727,,,30784,7840
,3424,,,11969,7840
,16704,,,30176,6720
,6336,,,30816,6657
,3552,,,12032,6688
,6112,,,30400,6656
,3488,,,30560,6720
,5984,,,12096,6624
,3456,,,30463,6688
,16480,,,30399,6656
,6048,,,12063,7776
,3456,,,30145,7808
,5984,,,30368,7712
,3424,,,12032,7775
,6112,,,30112,7744
,3520,,,30432,7744
,17184,,,12032,7744
,5984,,,30016,7776
,3488,,,30496,7007
,5983,,,11936,6976
,3424,,,30175,7071
,5920,,,30336,7008
,3488,,,12064,7040
,16832,,,30368,6976
,6272,,,30496,7072
,3487,,,12032,7041
,6016,,,30143,7776
,3425,,,30688,7808
,5792,,,12064,7776
,3424,,,30208,7744
,16640,,,30752,7776
,6048,,,12032,7776
,3424,,,30432,7744
,6272,,,30272,7776
,3455,,,12192,6944
,5856,,,30175,7041
,3456,,,30816,7072
,16736,,,12064,7072
,6240,,,30496,7040
,3520,,,30560,7008
,6304,,,12127,7073
,3456,,,30432,7040
,5889,,,30752,7008
,3424,,,12000,6976
,16544,,,30399,6976
,5920,,,30560,7008
,3456,,,12032,6976
,6176,,,30432,6976
,3456,,,30528,7008
,6016,,,12031,6977
,3456,,,30208,6912
,17088,,,30464,6783
,5951,,,12128,6816
,3456,,,30528,6784
,5824,,,30720,6784
,3424,,,12063,6816
,6048,,,30400,6784
,3393,,,30528,6848
,16672,,,12128,7712
,5985,,,30336,7680
,3488,,,30304,7680
,6368,,,12000,7648
,3424,,,30080,7680
,5855,,,30400,7680
,3455,,,12191,7680
,16896,,,30271,7648
,6176,,,30400,7008
,3424,,,11969,6976
,6143,,,30784,6912
,3519,,,30624,7073
,5856,,,12096,6976
,3424,,,30240,7008
,16672,,,30720,6912
,6048,,,12064,7008
,3456,,,30432,7712
,6176,,,30656,7680
,3456,,,12000,7712
,5984,,,30655,7712
,3520,,,30240,7680
,16447,,,11936,7680
,6240,,,30208,7712
,3488,,,30687,7680
,5920,,,12160,7104
,3456,,,30304,7040
,5696,,,30464,7040
,3488,,,12064,7072
,16256,,,30336,7040
,6080,,,30400,7040
,3392,,,11999,7072
,6144,,,30336,7072
,3488,,,30432,6944
,5792,,,12032,6976
,3424,,,30208,6976
,16991,,,30272,6976
,6080,,,12064,6976
,3424,,,30432,7008
,6208,,,30528,7008
,3456,,,12096,7008
,5824,,,30655,6976
,3423,,,30560,6848
,16576,,,12064,6848
,5952,,,30496,6816
,3456,,,30272,6784
,6176,,,12000,6816
,3392,,,30304,6783
,5888,,,30335,6912
,3424,,,11968,7007
,16480,,,30111,6976
,5984,,,30368,6912
,3424,,,11776,6976
,6048,,,30368,6976
,3456,,,30624,7008
,5888,,,12064,7008
,3424,,,30175,7008
,17247,,,30303,7040
,6176,,,12000,7008
,3424,,,30560,7072
,5920,,,30496,7072
,3424,,,12128,7136
,5887,,,30368,7040
,3456,,,30591,7040
,16608,,,12000,7040
,6400,,,30176,6624
,3488,,,30464,6624
,6048,,,12064,6592
,3424,,,30176,6687
,5824,,,30432,6623
,3424,,,11905,6656
,16800,,,30304,6559
,6208,,,30560,6623
,3489,,,12032,6656
,5888,,,30432,6623
,3392,,,30080,6656
,6016,,,11840,6720
,3456,,,30304,6688
,16383,,,30624,6592
,6048,,,12064,6656
,3488,,,30304,6688
,6272,,,30560,7009
,3424,,,12064,7009
,5888,,,30208,7008
,3424,,,30144,7008
,17856,,,12064,6976
,6080,,,30272,6976
,3520,,,30623,7008
,5920,,,12064,6976
,3488,,,30304,6944
,6080,,,30656,6816
,3488,,,12000,6912
,16863,,,30432,6848
,5952,,,30303,6848
,3520,,,11904,6784
,5952,,,30080,6816
,3424,,,30464,6816
,5792,,,12096,7008
,3424,,,30176,7008
