max_pool,bn_fw_inf,unrolled_elementwise,elementwise_grid_stride,sgemm_128x64_nn,sgemm_64x64_nn
,5952,,,,7072
,3648,,,,7008
,5728,,,,7040
,3425,,,,7071
,16960,,,,6912
,6304,,,,7040
,3520,,,,6944
,5919,,,,6976
,3488,,,,6944
,5888,,,,6976
,3489,,,,6944
,16608,,,,6976
,6240,,,,7808
,3456,,,,7776
,6016,,,,7808
,3391,,,,7776
,5792,,,,7776
,3425,,,,7807
,16992,,,,7808
,6048,,,,7808
,3552,,,,6944
,5887,,,,6976
,3520,,,,6944
,5888,,,,7009
,3488,,,,6945
,16736,,,,6976
,6080,,,,6912
,3424,,,,7008
,6176,,,,7744
,3520,,,,7744
,6016,,,,7776
,3424,,,,7744
,17056,,,,7744
,6240,,,,7744
,3520,,,,7776
,6144,,,,7776
,3424,,,,6944
,6112,,,,6815
,3456,,,,6751
,16800,,,,6752
,6016,,,,6752
,3424,,,,6720
,6016,,,,6752
,3487,,,,6784
,6208,,,,7840
,3456,,,,7808
,16928,,,,7840
,6176,,,,7808
,3520,,,,7808
,6143,,,,7840
,3424,,,,7841
,6016,,,,7808
,3424,,,,7008
,17088,,,,6913
,6048,,,,7008
,3520,,,,6944
,6176,,,,7008
,3488,,,,6912
,5728,,,,7007
,3456,,,,6912
,16896,,,,7809
,6048,,,,7808
,3456,,,,7776
,6176,,,,7807
,3488,,,,7809
,5856,,,,7808
,3456,,,,7840
,16448,,,,7807
,6112,,,,7040
,3487,,,,6976
,6016,,,,7072
,3488,,,,6976
,5823,,,,7072
,3456,,,,6976
,16640,,,,7040
,6080,,,,7008
,3584,,,,6976
,5952,,,,6976
,3488,,,,6976
,5920,,,,6976
,3424,,,,7040
,16576,,,,7008
,5984,,,,7040
,3680,,,,6976
,6048,,,,7808
,3488,,,,7840
,5888,,,,7840
,3425,,,,7808
,16576,,,,7840
,6080,,,,7807
,3456,,,,7839
,5728,,,,7840
,3488,,,,6880
,5951,,,,6752
,3392,,,,6945
,16672,,,,6912
,6144,,,,6719
,3487,,,,6720
,6080,,,,6752
,3391,,,,6687
,6144,,,,7776
,3456,,,,7808
,16480,,,,7776
,6016,,,,7840
,3487,,,,7776
,5984,,,,7744
,3456,,,,7808
,6144,,,,7775
,3488,,,,6687
,16960,,,,6625
,6144,,,,6656
,3456,,,,6592
,6048,,,,6624
,3455,,,,6656
,5824,,,,6656
,3455,,,,6591
,16992,,,,6945
,6144,,,,6847
,3488,,,,6847
,5952,,,,6848
,3552,,,,6784
,5920,,,,6816
,3424,,,,6816
,16992,,,,6784
,6112,,,,6912
,3488,,,,6784
,6048,,,,6752
,3456,,,,6783
,5824,,,,6880
,3456,,,,6784
,16768,,,,6752
,6240,,,,6720
,3487,,,,7712
,6272,,,,7776
,3456,,,,7744
,6048,,,,7712
,3488,,,,7712
,16512,,,,7712
,6016,,,,7711
,3488,,,,7712
,6048,,,,7040
,3488,,,,7041
,5793,,,,7072
,3424,,,,7040
,16927,,,,7040
,6111,,,,7072
,3456,,,,7040
,6144,,,,7040
,3456,,,,6912
,5920,,,,6720
,3424,,,,6784
,16800,,,,6751
,6112,,,,6720
,3551,,,,6752
,6048,,,,6720
,3585,,,,6752
,5760,,,,7712
,3424,,,,7743
,16607,,,,7743
,6399,,,,7744
,3456,,,,7744
,6016,,,,7744
,3392,,,,7712
,5824,,,,7743
,3424,,,,6912
,16960,,,,6720
,6112,,,,6783
,3488,,,,6816
,6175,,,,6720
,3520,,,,6656
,5791,,,,6752
,3423,,,,6720
,16575,,,,7008
,6207,,,,6976
,3488,,,,6976
,6080,,,,6944
,3456,,,,6976
,5824,,,,6943
,3424,,,,6943
,16352,,,,6912
,6144,,,,6976
,3487,,,,6912
,5888,,,,6976
,3456,,,,6944
,5920,,,,7008
,3424,,,,6976
,16384,,,,6976
,6176,,,,6976
,3424,,,,7040
,5951,,,,6976
,3488,,,,7040
,6207,,,,6976
,3520,,,,7040
,16832,,,,7008
,5856,,,,7007
,3360,,,,7041
,5760,,,,6944
,3488,,,,6976
,5920,,,,7009
,3392,,,,6944
,16800,,,,7040
,6176,,,,6944
,3519,,,,7008
,5983,,,,6816
,3424,,,,7776
,5951,,,,7776
,3456,,,,7775
,16896,,,,7776
,5984,,,,7808
,3456,,,,7776
,6015,,,,7776
,3392,,,,7744
,6112,,,,6592
,3424,,,,6527
,16832,,,,6592
,6240,,,,6656
,3456,,,,6623
,6240,,,,6689
,3456,,,,6592
,5696,,,,6625
,3456,,,,7008
,16256,,,,6976
,5984,,,,6944
,3456,,,,6976
,5952,,,,6944
,3520,,,,6944
,5920,,,,6944
,3424,,,,7008
,16928,,,,6912
,6240,,,,6880
,3488,,,,6912
,6240,,,,6912
,3392,,,,6912
,5856,,,,6848
,3423,,,,6816
,17056,,,,6911
,5984,,,,7808
,3584,,,,7808
,6112,,,,7840
,3455,,,,7808
,5792,,,,7808
,3456,,,,7680
,16608,,,,7872
,6048,,,,7840
,3520,,,,6560
,6208,,,,6623
,3456,,,,6687
,6176,,,,6656
,3424,,,,6687
,16896,,,,6655
,6111,,,,6687
,3456,,,,6655
,6048,,,,7744
,3456,,,,7712
,5728,,,,7680
,3488,,,,7711
,16928,,,,7712
,6048,,,,7712
,3488,,,,7712
,6016,,,,7744
,3424,,,,7008
,5600,,,,7072
,3488,,,,6944
,16832,,,,7040
,5888,,,,7008
,3488,,,,7040
,6080,,,,6816
,3424,,,,7040
,6112,,,,7776
,3456,,,,7775
,16863,,,,7807
,6112,,,,7775
,3488,,,,7745
,5824,,,,7775
,3520,,,,7808
,6144,,,,7808
,3456,,,,7040
,16543,,,,7040
,5951,,,,7008
,3488,,,,7008
,6080,,,,7008
,3424,,,,7008
,5952,,,,7009
,3456,,,,7040
,17024,,,,7008
,6016,,,,6976
,3520,,,,6944
,5952,,,,6976
,3584,,,,6976
,6113,,,,6976
,3456,,,,6976
,17024,,,,6976
,6176,,,,6943
,3424,,,,6816
,6080,,,,6848
,3424,,,,6784
,5952,,,,6816
,3424,,,,6816
,16928,,,,6816
,5920,,,,6784
,3488,,,,7712
,6049,,,,7680
,3488,,,,7712
,5920,,,,7744
,3456,,,,7712
,16352,,,,7712
,6016,,,,7712
,3488,,,,7744
,5984,,,,7008
,3456,,,,6944
,5920,,,,6976
,3425,,,,7008
,16288,,,,7040
,5984,,,,6976
,3520,,,,7008
,5952,,,,6976
,3456,,,,7712
,5889,,,,7680
,3456,,,,7712
,16416,,,,7712
,5984,,,,7744
,3456,,,,7713
,6080,,,,7712
,3424,,,,7712
,5760,,,,7009
,3455,,,,7072
,16448,,,,7040
,6304,,,,7040
,3456,,,,7007
,5920,,,,7040
,3488,,,,7040
,5856,,,,7072
,3424,,,,6976
,16767,,,,7008
,5952,,,,6944
,3553,,,,6976
,5952,,,,6976
,3456,,,,6976
,5824,,,,6976
,3456,,,,6976
,16927,,,,6976
,6207,,,,6816
,3488,,,,6784
,6016,,,,6816
,3392,,,,6912
,5856,,,,6816
,3552,,,,6847
,16544,,,,6816
,6144,,,,7008
,3488,,,,6976
,6047,,,,6975
,3456,,,,6976
,5856,,,,7008
,3424,,,,7008
,16512,,,,6976
,6176,,,,6976
,3456,,,,7008
,6048,,,,7072
,3456,,,,7072
,6208,,,,7008
,3456,,,,7071
,16544,,,,7071
,6080,,,,7008
,3521,,,,7008
,5984,,,,6592
,3424,,,,6624
,5952,,,,6623
,3520,,,,6688
,16736,,,,6592
,6048,,,,6656
,3488,,,,6655
,6016,,,,6529
,3488,,,,6656
,5888,,,,6688
,3456,,,,6688
,17152,,,,6688
,6207,,,,6688
,3520,,,,6656
,6112,,,,6688
,3552,,,,6656
,5952,,,,6976
,3520,,,,7009
,16352,,,,7009
,6016,,,,6976
,3488,,,,6944
,6143,,,,7008
,3488,,,,6944
,5793,,,,7008
,3456,,,,6944
,17024,,,,6816
,6240,,,,6847
,3456,,,,6847
,5952,,,,6847
,3488,,,,6848
,5728,,,,6816
,3488,,,,6816
,16928,,,,7008
,6080,,,,6976
,3488,,,,6945
,6112,,,,6976
,3456,,,,6976
,5824,,,,6976
,3457,,,,6976
,16896,,,,7008
,6080,,,,7008
,3488,,,,6976
,6016,,,,6976
,3456,,,,6944
,6080,,,,6912
,3456,,,,6976
,16703,,,,7007
,6240,,,,7008
,3455,,,,7648
,6272,,,,7712
,3423,,,,7711
,5952,,,,7712
,3424,,,,7680
,16992,,,,7712
,6144,,,,7680
,3520,,,,7744
,5887,,,,6943
,3488,,,,6976
,6176,,,,6976
,3456,,,,7008
,16736,,,,7009
,6016,,,,6944
,3552,,,,7007
,5824,,,,6976
,3488,,,,7008
,5824,,,,6944
,3456,,,,6976
,16672,,,,6912
,6016,,,,6976
,3424,,,,6880
,6048,,,,6976
,3392,,,,6912
,5888,,,,7712
,3456,,,,7776
,16927,,,,7743
,6080,,,,7776
,3424,,,,7711
,6240,,,,7744
,3488,,,,7744
,5920,,,,7776
,3520,,,,7008
,16768,,,,7008
,6016,,,,6976
,3520,,,,6976
,5888,,,,6976
,3488,,,,6976
,5951,,,,6976
,3456,,,,7008
,16544,,,,7040
,6112,,,,7072
,3393,,,,7008
,6048,,,,7072
,3520,,,,7040
,6144,,,,7040
,3456,,,,7007
,16480,,,,7040
,6177,,,,6976
,3488,,,,6976
,6016,,,,7040
,3456,,,,7040
,5728,,,,6816
,3488,,,,7040
,16128,,,,6976
,5983,,,,7072
,3457,,,,7008
,5887,,,,7007
,3456,,,,7072
,5729,,,,7071
,3488,,,,7072
,16192,,,,7008
,6272,,,,7008
,3488,,,,7008
,5984,,,,6912
,3423,,,,6944
,5888,,,,6944
,3520,,,,6944
,16768,,,,6880
,6048,,,,6912
,3456,,,,6943
,6176,,,,6911
,3424,,,,7808
,6145,,,,7776
,3392,,,,7808
,16896,,,,7776
,6271,,,,7776
,3520,,,,7776
,6016,,,,7776
,3456,,,,7776
,5729,,,,6624
,3488,,,,6688
,16480,,,,6688
,6048,,,,6656
,3520,,,,6656
,6144,,,,6688
,3424,,,,6688
,6113,,,,6688
,3424,,,,6624
,16832,,,,6720
,6049,,,,6687
,3488,,,,6687
,6016,,,,6687
,3456,,,,6688
,5888,,,,6656
,3488,,,,6720
,16960,,,,6944
,5919,,,,6976
,3520,,,,6944
,6048,,,,7008
,3456,,,,6944
,5856,,,,7008
,3520,,,,6943
,16736,,,,7008
,5952,,,,6943
,3487,,,,6976
,5984,,,,6976
,3456,,,,7008
,5920,,,,7040
,3455,,,,7007
,16704,,,,7008
,6465,,,,7040
,3520,,,,7008
,5920,,,,6976
,3552,,,,7009
,5920,,,,7009
,3489,,,,7008
,16288,,,,7008
,6432,,,,7040
,3488,,,,7008
,6240,,,,7648
,3488,,,,7680
,5920,,,,7648
,3392,,,,7616
,16832,,,,7711
,6048,,,,7616
,3520,,,,7616
,5984,,,,7616
,3456,,,,6976
,5792,,,,7040
,3519,,,,6976
,17152,,,,7072
,6144,,,,6976
,3456,,,,7008
,5951,,,,7007
,3520,,,,7040
,6016,,,,6943
,3424,,,,7008
,16704,,,,6944
,6112,,,,7040
,3488,,,,7008
,5984,,,,6975
,3456,,,,6975
,5983,,,,7040
,3456,,,,7616
,16672,,,,7648
,6271,,,,7648
,3456,,,,7616
,5856,,,,7648
,3456,,,,7648
,5696,,,,7616
,3392,,,,7616
,16672,,,,7616
,6240,,,,7680
,3488,,,,7679
,6240,,,,7647
,3456,,,,7649
,6016,,,,7616
,3425,,,,7648
,17184,,,,7680
,5984,,,,7008
,3456,,,,7008
,5888,,,,7008
,3488,,,,7040
,5920,,,,6976
,3520,,,,7008
,16769,,,,6975
,6048,,,,7008
,3488,,,,7712
,5984,,,,7712
,3488,,,,7712
,5984,,,,7711
,3456,,,,7680
,16768,,,,7680
,6048,,,,7712
,3456,,,,7680
,5984,,,,7040
,3488,,,,7104
,5984,,,,7072
,3424,,,,7072
,16704,,,,7007
,5984,,,,7040
,3488,,,,7072
,6049,,,,7040
,3424,,,,7744
,5951,,,,7776
,3552,,,,7744
,16704,,,,7744
,6080,,,,7776
,3584,,,,7776
,6047,,,,7776
,3520,,,,7776
,5823,,,,6976
,3488,,,,6976
,17120,,,,7008
,6272,,,,6976
,3488,,,,6976
,6144,,,,7008
,3424,,,,6912
,5856,,,,6976
,3424,,,,7040
,16544,,,,7040
,6016,,,,7040
,3520,,,,7072
,5984,,,,7072
,3423,,,,7072
,6016,,,,7040
,3456,,,,7040
,16799,,,,6880
,6111,,,,6720
,3520,,,,6752
,6048,,,,6784
,3487,,,,6751
,5984,,,,6752
,3488,,,,6752
,16928,,,,6784
,6240,,,,7008
,3551,,,,7008
,5984,,,,6976
,3423,,,,7008
,5664,,,,6976
,3488,,,,7040
,16416,,,,7009
,5984,,,,7008
,3488,,,,7744
,6048,,,,7776
,3456,,,,7744
,5951,,,,7744
,3456,,,,7743
,16448,,,,7744
,5952,,,,7744
,3456,,,,7743
,6303,,,,7744
,3488,,,,7711
,5728,,,,7712
,3455,,,,7712
,16640,,,,7776
,6016,,,,7744
,3488,,,,7712
,5920,,,,7776
,3424,,,,7040
,5824,,,,6976
,3424,,,,7040
,16992,,,,7040
,6081,,,,7040
,3489,,,,6976
,6080,,,,7007
,3455,,,,7008
,5856,,,,7776
,3424,,,,7680
,17056,,,,7744
,6080,,,,7744
,3488,,,,7712
,6176,,,,7712
,3424,,,,7712
,5696,,,,7743
,3455,,,,6880
,16384,,,,6944
,6048,,,,6912
,3424,,,,6913
,6368,,,,6943
,3520,,,,6912
,6208,,,,6976
,3424,,,,6720
,16703,,,,7040
,6336,,,,6848
,3456,,,,7008
,6144,,,,7040
,3424,,,,6976
,5952,,,,7040
,3456,,,,7040
,16384,,,,7040
,6144,,,,6848
,3553,,,,6816
,5952,,,,6752
,3391,,,,6751
,6016,,,,6689
,3424,,,,6720
,16735,,,,6751
,6303,,,,6752
,3488,,,,6976
,6048,,,,7040
,3456,,,,7008
,5920,,,,7040
,3488,,,,7008
,16959,,,,7040
,6080,,,,7009
,3489,,,,7040
,6048,,,,6943
,3423,,,,6976
,5888,,,,6976
,3424,,,,6976
,16576,,,,6944
,6112,,,,7008
,3488,,,,7008
,6176,,,,7008
,3520,,,,7840
,5824,,,,7840
,3360,,,,7840
,16992,,,,7808
,6143,,,,7840
,3425,,,,7840
,6336,,,,7840
,3456,,,,7840
,5856,,,,7008
,3488,,,,6976
,16768,,,,6976
,6016,,,,6976
,3520,,,,7008
,6176,,,,7009
,3489,,,,6976
,5728,,,,6943
,3424,,,,7712
,16480,,,,7712
,6304,,,,7713
,3488,,,,7647
,5983,,,,7711
,3456,,,,7712
,5791,,,,7680
,3424,,,,7680
,16672,,,,6880
,6112,,,,6752
,3520,,,,6720
,5920,,,,6912
,3456,,,,6752
,6048,,,,6720
,3425,,,,6720
,16704,,,,6720
,6144,,,,7808
,3424,,,,7808
,5952,,,,7840
,3488,,,,7840
,5952,,,,7808
,3456,,,,7840
,17120,,,,7840
,6304,,,,7872
,3424,,,,7040
,6112,,,,6976
,3488,,,,6880
,5664,,,,6975
,3424,,,,6945
,16704,,,,6976
,6048,,,,7008
,3488,,,,6975
,6177,,,,7840
,3488,,,,7808
,5888,,,,7807
,3424,,,,7776
,16896,,,,7776
,6016,,,,7808
,3424,,,,7808
,5920,,,,7776
,3424,,,,7040
,5760,,,,7039
,3488,,,,7008
,17120,,,,7040
,6048,,,,7039
,3552,,,,7040
,6176,,,,7008
,3456,,,,7040
,5984,,,,6944
,3456,,,,7008
,16768,,,,7008
,6176,,,,7007
,3487,,,,7072
,6112,,,,7040
,3488,,,,7008
,5824,,,,7009
,3424,,,,7840
,17024,,,,7808
,6240,,,,7840
,3424,,,,7840
,6176,,,,7808
,3424,,,,7840
,5664,,,,7839
,3392,,,,7840
,16832,,,,6912
,6144,,,,6752
,3424,,,,6880
,5985,,,,6688
,3424,,,,6848
,5952,,,,6720
,3488,,,,6753
,17023,,,,6720
,6016,,,,7808
,3488,,,,7840
,6240,,,,7808
,3424,,,,7807
,5696,,,,7808
,3424,,,,7807
,16864,,,,7808
,6016,,,,7840
,3392,,,,6592
,6112,,,,6656
,3488,,,,6624
,5856,,,,6688
,3424,,,,6592
,16608,,,,6656
,5920,,,,6625
,3455,,,,6592
,6176,,,,6912
,3456,,,,6816
,5824,,,,6880
,3424,,,,6816
,16640,,,,6784
,5984,,,,6816
,3488,,,,6753
,5856,,,,6881
,3392,,,,6848
,5825,,,,6720
,3455,,,,6752
,16576,,,,6784
,6048,,,,6784
,3456,,,,6752
,6048,,,,6816
,3520,,,,6752
,5984,,,,7648
,3553,,,,7680
,16288,,,,7711
,6369,,,,7649
,3488,,,,7648
,5984,,,,7648
,3456,,,,7680
,6208,,,,7647
,3456,,,,7071
,16736,,,,7008
,6208,,,,7008
,3456,,,,7072
,5856,,,,7040
,3552,,,,7072
,5952,,,,7008
,3488,,,,7040
,17343,,,,6848
,6207,,,,6751
,3488,,,,6720
,6048,,,,6752
,3457,,,,6688
,6048,,,,6751
,3424,,,,6688
,17376,,,,6783
,6112,,,,7776
,3584,,,,7712
,6015,,,,7744
,3424,,,,7712
,5760,,,,7712
,3488,,,,7744
,16416,,,,7744
,6016,,,,7744
,3424,,,,6880
,5856,,,,6752
,3488,,,,6720
,5855,,,,6720
,3424,,,,6752
,16545,,,,6720
,6048,,,,6880
,3424,,,,6720
,6208,,,,7008
,3424,,,,6976
,6016,,,,6944
,3424,,,,7009
,17216,,,,7008
,5920,,,,6976
,3423,,,,7008
,5952,,,,6976
,3520,,,,6975
,5856,,,,6976
,3487,,,,6976
,16448,,,,7008
,6368,,,,6944
,3360,,,,6975
,5920,,,,7008
,3488,,,,6976
,5952,,,,7039
,3488,,,,7040
,16992,,,,7040
,6368,,,,7008
,3520,,,,7008
,5985,,,,7040
,3488,,,,7040
,5856,,,,7009
,3488,,,,6976
,16672,,,,7039
,6176,,,,6944
,3487,,,,7008
,6048,,,,7072
,3455,,,,7008
,5696,,,,7040
,3489,,,,7008
,16576,,,,7743
,6080,,,,7776
,3456,,,,7776
,6016,,,,7809
,3520,,,,7808
,5855,,,,7744
,3456,,,,7808
,16960,,,,7776
,5984,,,,6624
,3488,,,,6625
,6112,,,,6592
,3488,,,,6592
,5760,,,,6592
,3424,,,,6624
,16512,,,,6656
,6144,,,,6592
,3456,,,,7072
,6048,,,,6975
,3456,,,,6976
,6048,,,,7008
,3487,,,,7008
,16959,,,,7008
,6016,,,,7008
,3552,,,,7008
,6048,,,,6913
,3424,,,,6911
,5888,,,,6912
,3552,,,,6912
,16447,,,,6944
,5952,,,,6912
,3488,,,,6912
,6016,,,,6880
,3488,,,,7808
,6048,,,,7840
,3424,,,,7839
,17184,,,,7839
,6272,,,,7840
,3424,,,,7808
,5984,,,,7776
,3456,,,,7808
,5889,,,,6688
,3456,,,,6656
,16352,,,,6655
,6239,,,,6687
,3456,,,,6688
,6112,,,,6624
,3456,,,,6688
,6016,,,,6720
,3520,,,,7743
,16736,,,,7776
,6240,,,,7776
,3552,,,,7808
,6176,,,,7744
,3520,,,,7776
,6016,,,,7776
,3456,,,,7744
,17152,,,,7008
,6176,,,,7007
,3489,,,,7040
,6080,,,,7040
,3520,,,,7040
,5856,,,,7008
,3456,,,,7008
,17056,,,,7040
,5952,,,,7744
,3488,,,,7744
,6048,,,,7776
,3456,,,,7712
,5919,,,,7744
,3424,,,,7712
,16896,,,,7712
,5984,,,,7744
,3456,,,,7008
,5920,,,,7072
,3424,,,,6976
,5824,,,,7039
,3488,,,,6976
,16576,,,,7008
,5983,,,,7008
,3423,,,,7040
,5984,,,,6944
,3520,,,,6943
,5888,,,,6912
,3488,,,,6976
,16928,,,,6944
,5984,,,,6976
,3520,,,,6912
,6016,,,,6944
,3424,,,,6944
,6176,,,,6847
,3456,,,,6752
,17696,,,,6816
,6176,,,,6784
,3455,,,,6816
,6112,,,,6751
,3424,,,,6847
,5760,,,,7712
,3520,,,,7680
,17056,,,,7712
,5952,,,,7680
,3456,,,,7712
,5823,,,,7680
,3456,,,,7712
,5920,,,,7712
,3488,,,,7040
,16992,,,,6880
,6240,,,,6880
,3520,,,,7008
,5856,,,,7008
,3551,,,,6976
,5696,,,,7040
,3489,,,,6975
,17088,,,,7744
,6144,,,,7744
,3393,,,,7743
,5887,,,,7712
,3520,,,,7712
,5888,,,,7679
,3488,,,,7680
,16704,,,,7744
,6208,,,,7008
,3552,,,,7007
,6240,,,,7104
,3424,,,,7008
,6112,,,,7040
,3488,,,,7040
,16767,,,,7039
,6209,,,,7039
,3488,,,,7008
,5952,,,,6976
,3488,,,,6976
,5952,,,,6944
,3488,,,,6911
,16544,,,,6912
,6016,,,,6976
,3424,,,,6912
,6080,,,,6912
,3424,,,,6847
,5728,,,,6816
,3456,,,,6848
,16800,,,,6785
,6144,,,,6783
,3552,,,,6816
,5985,,,,6816
,3424,,,,6944
,5824,,,,6944
,3456,,,,6944
,16800,,,,6944
,6112,,,,6976
,3488,,,,6912
,6048,,,,6944
,3424,,,,6912
,6017,,,,7040
,3456,,,,6944
,16384,,,,7008
,6080,,,,7008
,3456,,,,7071
,5952,,,,7008
,3520,,,,7072
,6048,,,,7008
,3487,,,,6624
,17631,,,,6560
,6079,,,,6625
,3552,,,,6560
,6144,,,,6688
,3424,,,,6592
,5984,,,,6592
,3520,,,,6655
,16992,,,,6624
,6208,,,,6688
,3488,,,,6688
,6048,,,,6720
,3488,,,,6624
,5504,,,,6656
,3552,,,,6656
,16608,,,,6656
,6368,,,,6912
,3456,,,,7008
,6111,,,,6912
,3488,,,,6976
,5791,,,,6944
,3424,,,,7008
,16705,,,,6944
,6112,,,,7008
,3456,,,,6880
,5856,,,,6816
,3488,,,,6784
,5760,,,,6784
,3391,,,,6816
,16576,,,,6816
,5984,,,,6848
,3520,,,,6848
,6016,,,,6976
,3520,,,,6912
,5984,,,,6944
,3392,,,,6976
,16992,,,,6976
,6048,,,,7007
,3456,,,,6976
,5793,,,,6975
,3456,,,,6944
,5889,,,,6945
,3424,,,,6976
,16864,,,,6976
,6080,,,,6976
,3393,,,,7040
,6048,,,,7007
,3457,,,,7009
,5920,,,,7680
,3456,,,,7712
,16800,,,,7712
,6112,,,,7713
,3520,,,,7712
,5952,,,,7680
,3456,,,,7712
,5984,,,,7680
,3423,,,,7008
,16320,,,,7008
,6304,,,,6976
,3489,,,,6976
,6048,,,,7040
,3457,,,,7073
,5728,,,,7039
,3424,,,,7009
,16448,,,,6944
,6016,,,,6944
,3520,,,,6944
,5952,,,,7008
,3424,,,,7008
,5887,,,,6976
,3456,,,,6976
,16832,,,,6976
,6112,,,,7744
,3424,,,,7712
,6304,,,,7776
,3456,,,,7744
,5984,,,,7744
,3456,,,,7776
,16960,,,,7712
,6272,,,,7776
,3456,,,,6976
,6112,,,,6911
,3391,,,,6976
,5984,,,,6912
,3423,,,,6944
,16736,,,,6944
,6176,,,,6976
,3488,,,,6944
,6176,,,,7072
,3392,,,,6975
,5824,,,,7039
,3392,,,,7007
,16608,,,,7040
,5984,,,,7008
,3424,,,,7072
,5825,,,,7008
,3488,,,,7008
,6209,,,,7009
,3520,,,,7008
,16959,,,,6944
,6176,,,,7040
,3489,,,,6912
,5824,,,,6976
,3489,,,,6944
,6144,,,,7007
,3455,,,,6975
,17088,,,,7072
,6304,,,,7009
,3552,,,,7040
,6240,,,,7009
,3520,,,,7039
,5760,,,,6976
,3488,,,,6912
,17056,,,,6944
,6016,,,,6880
,3584,,,,6912
,6048,,,,6944
,3456,,,,6880
,5760,,,,6944
,3424,,,,6912
,16672,,,,7808
,5984,,,,7872
,3456,,,,7872
,5984,,,,7840
,3488,,,,7840
,6080,,,,7840
,3520,,,,7808
,16864,,,,7808
,6145,,,,6688
,3423,,,,6688
,5856,,,,6688
,3520,,,,6656
,5984,,,,6688
,3456,,,,6656
,17120,,,,6689
,6112,,,,6656
,3487,,,,6656
,6080,,,,6592
,3488,,,,6687
,5888,,,,6656
,3424,,,,6688
,16736,,,,6592
,6080,,,,6720
,3392,,,,6656
,5855,,,,7008
,3392,,,,6976
,5792,,,,7008
,3425,,,,7040
,16544,,,,7040
,6015,,,,6976
,3424,,,,7008
,5921,,,,7008
,3488,,,,7007
,6016,,,,6944
,3424,,,,6976
,16576,,,,6976
,6400,,,,6976
,3456,,,,6976
,5920,,,,7008
,3520,,,,6976
,5824,,,,7009
,3456,,,,6976
,16672,,,,7008
,6048,,,,6976
,3424,,,,7040
,5823,,,,6912
,3552,,,,6976
,5855,,,,6976
,3456,,,,7680
,16672,,,,7680
,6080,,,,7712
,3488,,,,7680
,5952,,,,7680
,3456,,,,7680
,5920,,,,7712
,3520,,,,7648
,16928,,,,7040
,6081,,,,7072
,3424,,,,7072
,5952,,,,7008
,3488,,,,7040
,5856,,,,7008
,3456,,,,7040
,16448,,,,7073
,5984,,,,6976
,3456,,,,7040
,6048,,,,7008
,3424,,,,6944
,5985,,,,6976
,3424,,,,6975
,16544,,,,7007
,6016,,,,7009
,3488,,,,7680
,6208,,,,7648
,3424,,,,7680
,5823,,,,7680
,3456,,,,7712
,17216,,,,7647
,6144,,,,7712
,3392,,,,7712
,6144,,,,7680
,3424,,,,7744
,5920,,,,7680
,3424,,,,7712
,16640,,,,7680
,6080,,,,7680
,3456,,,,7680
,6080,,,,7680
,3456,,,,7008
,5920,,,,7072
,3424,,,,7008
,16448,,,,7008
,5984,,,,7072
,3552,,,,7009
,5983,,,,7039
,3488,,,,7039
,5920,,,,7648
,3488,,,,7648
,16608,,,,7648
,5984,,,,7648
,3487,,,,7680
,6112,,,,7680
,3487,,,,7648
,5984,,,,7712
,3520,,,,7040
,16608,,,,7008
,5984,,,,7008
,3488,,,,7040
,5887,,,,6976
,3424,,,,7008
,5888,,,,6976
,3393,,,,7072
,16352,,,,7776
,5920,,,,7744
,3520,,,,7744
,6080,,,,7776
,3456,,,,7743
,6048,,,,7776
,3424,,,,7776
,16576,,,,7776
,6047,,,,6912
,3488,,,,6975
,5888,,,,6944
,3456,,,,7008
,5888,,,,6912
,3520,,,,7008
,16640,,,,6912
,6048,,,,7008
,3520,,,,6976
,6048,,,,7072
,3456,,,,7008
,5791,,,,7073
,3456,,,,7007
,17024,,,,7040
,6048,,,,7008
,3552,,,,7008
,6144,,,,6848
,3488,,,,6720
,5793,,,,6752
,3456,,,,6720
,16576,,,,6784
,5984,,,,6752
,3488,,,,6816
,6047,,,,6880
,3456,,,,7008
,5920,,,,7008
,3456,,,,7008
,16672,,,,7007
,6304,,,,6976
,3424,,,,7008
,6047,,,,6976
,3456,,,,6976
,5727,,,,7744
,3424,,,,7776
,16640,,,,7776
,6304,,,,7744
,3584,,,,7776
,6207,,,,7808
,3424,,,,7744
,5793,,,,7776
,3488,,,,7776
,16896,,,,7743
,6400,,,,7744
,3456,,,,7712
,6016,,,,7744
,3424,,,,7712
,5887,,,,7712
,3520,,,,7744
,16896,,,,6976
,6048,,,,6943
,3488,,,,7040
,6048,,,,6912
,3423,,,,7008
,5920,,,,6976
,3424,,,,6976
,16576,,,,6944
,6176,,,,7744
,3488,,,,7745
,6272,,,,7711
,3456,,,,7743
,5856,,,,7744
,3392,,,,7776
,16640,,,,7776
,5983,,,,7744
,3519,,,,6912
,6048,,,,6944
,3488,,,,7008
,5856,,,,6976
,3392,,,,6752
,17023,,,,6943
,6240,,,,6944
,3456,,,,6912
,5919,,,,7072
,3424,,,,7072
,6016,,,,7072
,3424,,,,7040
,16320,,,,7040
,6080,,,,7008
,3456,,,,7008
,5920,,,,7073
,3424,,,,6880
,6016,,,,6752
,3424,,,,6752
,16768,,,,6720
,6048,,,,6880
,3487,,,,6720
,6112,,,,6720
,3456,,,,6720
,5984,,,,7040
,3456,,,,7072
,16960,,,,7072
,6048,,,,7008
,3424,,,,7039
,5888,,,,7040
